PropertyName,BHK,Location,Area,ListingPrice,FurnishStatus,City,Description
Hiranandani Highland,2,Powai,594,85000.0,Semi-Furnished,Mumbai,"A peaceful retreat designed for you awaits in Mumbai vibrant Powai neighborhood. This semi-furnished 2-bedroom, 2-bathroom Flats on the 5th floor of Hiranandani Highland offers a welcoming park view and 594 square feet of comfortable living space.You will appreciate the extensive amenities available, including a gymnasium, swimming pool, badminton and tennis courts, squash court, kids` play areas, and a jogging track,"
Lake Florence,1,Powai,625,55000.0,Furnished,Mumbai,"Securing a pleasant living space in Mumbai vibrant Powai area is made easy with this furnished one-bedroom Flats in Lake Florence. This residence is on the 5th floor of a 20-story building, offering a peaceful garden view from your balcony.With 625 square feet of well-designed space, this apartment features two bathrooms and a dedicated parking spot.Residents will enjoy access to a"
Sapphire Heights,2,Kandivali East,1255,50000.0,Semi-Furnished,Mumbai,"Seeking a comfortable home with excellent amenities in Mumbai Kandivali East.This semi-furnished 2.5-bedroom, 2-bathroom Flats in Sapphire Heights on the 15th floor offers a fantastic park view and a luxurious lifestyle. You will appreciate the convenience of being adjoining a metro station, with schools nearby, making daily commutes and family needs easy to manage. The apartment is Vastu compliant, ensuring"
Hiranandani Zen Atlantis,2,Powai,771,85000.0,Semi-Furnished,Mumbai,"For those prioritizing a well-connected lifestyle in Mumbai, this 2-bedroom, 2-bathroom Flats in Powai offers a convenient rental option.Located on the fourth floor of the 25-story Hiranandani Zen Atlantis, this semi-furnished 771 square feet home provides a pleasant garden view. Residents will appreciate the extensive amenities, including a gymnasium, swimming pool, badminton and tennis courts, squash court, kids` play areas,"
Nahar Lilium Lantana,2,Chandivali,1280,90000.0,Semi-Furnished,Mumbai,"This delightful 2-bedroom, 2-bathroom Flats in Mumbai Chandivali neighborhood, part of the esteemed Nahar Lilium Lantana project, is available for rent at 90,000 per month.Spanning a generous 1280 square feet on the 10th floor of a 22-story building, this semi-furnished residence offers a serene garden view and boasts access to an impressive array of amenities including a gymnasium, swimming pool,"
Nahar Jonquille And Jamaica,2,Chandivali,978,80000.0,Furnished,Mumbai,"Experience comfortable city living in Mumbai Chandivali with this furnished 2-bedroom, 2-bathroom Flats in Nahar Jonquille And Jamaica.For a monthly rent of 80,000, this 978 square feet apartment on the 12th floor offers a pleasant Road View and comes with the convenience of 1 dedicated parking spot. The building itself is well-equipped with a gymnasium, swimming pool, badminton and tennis"
Hiranandani Garden Eden 2,1,Powai,560,52000.0,Furnished,Mumbai,"Find your ideal home in Mumbai vibrant Powai area with this furnished 1-bedroom, 2-bathroom Flats in Hiranandani Garden Eden 2, available for 52 thousand per month.This well-maintained unit is on the 3rd floor of a 7-story building and offers a peaceful garden view. Spread across 560 square feet, it perfect for females seeking a safe and secure environment within a"
Nalanda CHS Malad,1,Malad West,650,45000.0,Furnished,Mumbai,"Your search for a comfortable home in Mumbais Malad West ends here with this furnished 1-bedroom, 2-bathroom Flats in Nalanda CHS Malad, offering a pleasant park view from the 7th floor.This apartment spans 650 square feet, perfect for a small family or a couple looking for a cozy space. The building is equipped with essential amenities including a lobby, intercom,"
Panch Mahal,1,Powai,550,56000.0,Furnished,Mumbai,"Looking for a comfortable and secure place to call home in Mumbai Powai. This furnished 1-bedroom Flats on the 8th floor of Panch Mahal offers a pleasant road view and a spacious 550 square feet of living space.Its located in a safe and secure gated society, ideal for females seeking a peaceful environment.You`ll have access to a gymnasium, kids` play areas,"
Kolte Patil Life Republic,2,Hinjewadi,990,28000.0,Semi-Furnished,Pune,"This Flats in Hinjewadi Pune offers a comfortable and convenient lifestyle for families looking for a great place to call home.Priced at 28 thousand per month, this semi-furnished 2.5-bedroom, 2-bathroom apartment is located on the ground floor of the well-regarded Kolte Patil Life Republic project. You'll enjoy a peaceful garden view from your home, which spans a generous 990 square"
Sonigara Presidency,2,Ravet,950,22000.0,Semi-Furnished,Pune,"A comfortable two-bedroom, two-bathroom Flats is ready for you to call home in the well-connected area of Ravet, Pune, available for a quick deal at 22 thousand per month.This semi-furnished 950 square feet space on the 8th floor of the Sonigara Presidency offers a pleasant community view and comes with the convenience of one dedicated parking spot. You will appreciate"
Magarpatta Sylvania,2,Hadapsar,1250,40000.0,Furnished,Pune,"Embrace a life of convenience and comfort in Hadapsar, Pune, with this beautiful 2-bedroom, 2-bathroom furnished Flats available for rent at 40 thousand per month.This 1250 Square Feet home in Magarpatta Sylvania offers a delightful garden view and is located in a prime area with a wide road access and a gated society, ensuring both security and easy commutes. Inside,"
Nyati Elysia,2,Kharadi,1173,42000.0,Furnished,Pune,"Find your next home in Nyati Elysia, Kharadi, Pune, a furnished two-bedroom, two-bathroom Flats offering a lovely garden view.This 1173 square foot apartment is available for rent at 42000 and provides access to a wealth of amenities that cater to a comfortable family lifestyle, including a gymnasium, swimming pool, badminton and tennis courts, and dedicated kids' play areas. You can"
GK Aryavat,2,Ravet,900,24000.0,Semi-Furnished,Pune,"A fantastic 2-bedroom, 2-bathroom Flats is available for rent at 24,000 in Pune sought-after Ravet area, offering 900 square feet of living space within the GK Aryavat project.Situated on the 8th floor of an 11-story building, this semi-furnished apartment boasts a pleasant community view and comes with one dedicated parking spot. Residents will enjoy a host of amenities designed for"
Shiwanjali Apartment,1,Aundh,600,23000.0,Unfurnished,Pune,"For those looking for a comfortable and secure place to call home in Pune, this unfurnished 1-bedroom, 1-bathroom Flats in Aundh presents a great option.Located on the 4th floor of the 6-story Shiwanjali Flats, this 600 Square Feet residence offers a peaceful park view, perfect for unwinding after a long day. You'll appreciate the practical layout designed for a family,"
Rohan Silver Gardenia,2,Ravet,1100,25000.0,Semi-Furnished,Pune,"A comfortable family lifestyle awaits you in Ravet, Pune, with this semi-furnished 2-bedroom, 2-bathroom Flats available for rent at 25,000.Located on the 5th floor of Rohan Silver Gardenia, this 1100 square feet apartment offers a pleasant community view and comes with 1 designated parking spot. The property is situated in a gated society with a wide road for easy access"
Urban Skyline Phase 1,2,Ravet,900,24000.0,Semi-Furnished,Pune,"Secure a comfortable and bright living space in Pune growing Ravet neighborhood with this semi-furnished two-bedroom, two-bathroom Flats in Urban Skyline Phase 1.Situated on the 14th floor of a 14-story building, this newly built home offers 900 square feet of well-ventilated space with a community view, perfect for families looking for a safe and secure locality. Residents can enjoy access"
Krishna Kamal,2,Pashan Sus Road,900,35000.0,Furnished,Pune,"A new beginning awaits you in Pune Pashan Sus Road with this delightful 2-bedroom, 2-bathroom Flats in Krishna Kamal, available for rent at 35 thousand per month.Spread across 900 square feet on the 3rd floor of a 6-story building, this furnished home offers a comfortable living space with a pleasant road view. You will appreciate the security and convenience of"
VTP One,1,Kharadi,415,30000.0,Furnished,Pune,"This one-bedroom Flats in Pune Kharadi area, part of the VTP One project, is ready for you to move in, offering a comfortable 415 square feet of furnished living space for 30 thousand per month.You will find all the modern conveniences you need here, including a gym, swimming pool, badminton court, kids` play areas, and a jogging track, ensuring there"
ABIL Imperial,3,Baner,2433,55000.0,Semi-Furnished,Pune,"Make your move to Baner, Pune, and secure this comfortable semi-furnished 3-bedroom, 3-bathroom Flats on the 11th floor of ABIL Imperial, available for rent at 55 thousand per month.This spacious 2433 square feet home, facing the road, is located in a gated society known for its prime location and safe, secure surroundings, perfect for families seeking affordability and convenience. Enjoy"
Blue Berry,3,Kharadi,1520,55000.0,Furnished,Pune,Very nice society Walking distance near IT company in prime location 3 BHK flat in kharadi your best location
Gagan Avencia,2,Kharadi,828,47000.0,Furnished,Pune,"Start your new life in this furnished 2-bedroom, 2-bathroom Flats in Pune Kharadi area, available for rent at 47 thousand per month.Spanning 828 square feet on the 7th floor of the Gagan Avencia project, this home offers a pleasant garden view and comes with two dedicated parking spots. You will find a wide array of amenities designed for a comfortable"
Majestique Signature Towers,2,Balewadi,890,48000.0,Furnished,Pune,"Your search for a well-equipped rental home in Pune Balewadi ends here with this furnished 2-bedroom, 2-bathroom Flats in Majestique Signature Towers.Available for 48 thousand, this 890 square feet apartment is situated on the 16th floor of an 18-story building, offering a pleasant road view and the convenience of a single dedicated parking space. Residents can enjoy a vast array"
Geeta Gold Floristaa,2,Kharadi,750,26000.0,Semi-Furnished,Pune,"A comfortable and convenient lifestyle awaits you in Pune popular Kharadi neighborhood at Geeta Gold Floristaa, where this semi-furnished 2-bedroom, 2-bathroom Flats is available for rent at 26 thousand.Spanning 750 square feet, this home provides ample space for your needs and includes one dedicated parking spot. The apartment is located in a building that is between 2 to 4 years"
Shubham Housing Society,1,Wadgaon Sheri,320,15000.0,Semi-Furnished,Pune,"Start your new life chapter in Wadgaon Sheri, Pune, with this semi-furnished 1 RK Flats available for rent in Shubham Housing Society.Priced at just 15,000 per month, this 320 square feet home on the first floor offers a lovely park view and comes with one dedicated parking space. The apartment features one bathroom and is located within a building that"
